,Release Date,Season,Episode,Episode Title,Name,Sentence,label
236,2011-04-17,Season 1,Episode 1,Winter is Coming,eddard stark,The boy I beheaded. Did you know him?,['anger']
237,2011-04-17,Season 1,Episode 1,Winter is Coming,benjen,"Of course I did. Just a lad. But he was tough, Ned. A true Ranger.",['fear']
238,2011-04-17,Season 1,Episode 1,Winter is Coming,eddard stark,He was talking madness. Said the Walkers slaughtered his friends.,['joy']
239,2011-04-17,Season 1,Episode 1,Winter is Coming,benjen,The two he was with are still missing.,['sadness']
240,2011-04-17,Season 1,Episode 1,Winter is Coming,eddard stark,A wildling ambush.,['anger']
241,2011-04-17,Season 1,Episode 1,Winter is Coming,benjen,Maybe. Direwolves south of the wall. Talk of the Walkers. My brother might be the next Hand to the king. Winter is coming.,['joy']
242,2011-04-17,Season 1,Episode 1,Winter is Coming,eddard stark,Winter is coming.,['anger']
243,2011-04-17,Season 1,Episode 1,Winter is Coming,robb stark,Uncle Benjen.,['joy']
244,2011-04-17,Season 1,Episode 1,Winter is Coming,benjen,Robb boy. How are ye?,['anger']
245,2011-04-17,Season 1,Episode 1,Winter is Coming,robb stark,I'm good.,['anger']
246,2011-04-17,Season 1,Episode 1,Winter is Coming,catelyn stark,"Is this your first time in the North, Your Grace?",['fear']
247,2011-04-17,Season 1,Episode 1,Winter is Coming,cersei lannister,Yes. Lovely country.,['joy']
248,2011-04-17,Season 1,Episode 1,Winter is Coming,catelyn stark,"I'm sure it's very grim, after Kings Landing. I remember how scared I was when Ned brought me up here for the first time.",['sadness']
249,2011-04-17,Season 1,Episode 1,Winter is Coming,cersei lannister,"Hello, little dove. But you are a beauty. How old are you?",['love']
250,2011-04-17,Season 1,Episode 1,Winter is Coming,sansa stark,"Thirteen, Your Grace.",['fear']
251,2011-04-17,Season 1,Episode 1,Winter is Coming,cersei lannister,You're tall. Still growing?,['surprise']
252,2011-04-17,Season 1,Episode 1,Winter is Coming,sansa stark,"I think so, Your Grace.",['fear']
253,2011-04-17,Season 1,Episode 1,Winter is Coming,cersei lannister,And have you bled yet?,['anger']
254,2011-04-17,Season 1,Episode 1,Winter is Coming,sansa stark,"No, Your Grace.",['fear']
255,2011-04-17,Season 1,Episode 1,Winter is Coming,cersei lannister,And your dress. Did you make it?,['anger']
256,2011-04-17,Season 1,Episode 1,Winter is Coming,cersei lannister,Such talent. You must make something for me.,['anger']
257,2011-04-17,Season 1,Episode 1,Winter is Coming,cersei lannister,I hear we might share a grandchild someday.,['joy']
258,2011-04-17,Season 1,Episode 1,Winter is Coming,catelyn stark,I hear the same.,['joy']
259,2011-04-17,Season 1,Episode 1,Winter is Coming,cersei lannister,Your daughter will do well in the capital. Such a beauty shouldn't stay hidden up here forever.,['joy']
260,2011-04-17,Season 1,Episode 1,Winter is Coming,eddard stark,Your pardon.,['anger']
261,2011-04-17,Season 1,Episode 1,Winter is Coming,jaime lannister,I hear we might be neighbors soon. I hope it's true.,['fear']
262,2011-04-17,Season 1,Episode 1,Winter is Coming,eddard stark,"Yes, the king has honored me with his offer.",['sadness']
263,2011-04-17,Season 1,Episode 1,Winter is Coming,jaime lannister,"I'm sure we'll have a tournament to celebrate the new title, if you accept. It would be good to have you in the field. The competition has become a bit stale.",['sadness']
264,2011-04-17,Season 1,Episode 1,Winter is Coming,eddard stark,I don't fight in tournaments.,['joy']
265,2011-04-17,Season 1,Episode 1,Winter is Coming,jaime lannister,No? Getting a little old for it?,['joy']
266,2011-04-17,Season 1,Episode 1,Winter is Coming,eddard stark,"I don't fight in tournaments because when I fight a man for real, I don't want him to know what I can do.",['anger']
267,2011-04-17,Season 1,Episode 1,Winter is Coming,jaime lannister,Well said.,['joy']
268,2011-04-17,Season 1,Episode 1,Winter is Coming,sansa stark,Arya!,['anger']
269,2011-04-17,Season 1,Episode 1,Winter is Coming,robb stark,Time for bed.,['joy']
270,2011-04-17,Season 1,Episode 1,Winter is Coming,eddard stark,"I'm a Northman. I belong here with you, not down south in that rat's nest they call a capital.",['anger']
271,2011-04-17,Season 1,Episode 1,Winter is Coming,catelyn stark,I won't let him take you.,['joy']
272,2011-04-17,Season 1,Episode 1,Winter is Coming,eddard stark,The king takes what he wants. That's why he's king.,['fear']
273,2011-04-17,Season 1,Episode 1,Winter is Coming,catelyn stark,"I'll say, ‘Listen, fat man, you are not taking my husband anywhere. He belongs to me now.'",['anger']
274,2011-04-17,Season 1,Episode 1,Winter is Coming,eddard stark,How did he get so fat?,['anger']
275,2011-04-17,Season 1,Episode 1,Winter is Coming,catelyn stark,He only stops eating when it's time for a drink.,['sadness']
276,2011-04-17,Season 1,Episode 1,Winter is Coming,a voice,"It's Maester Luwin, my lord.",['anger']
277,2011-04-17,Season 1,Episode 1,Winter is Coming,eddard stark,Send him in.,['anger']
278,2011-04-17,Season 1,Episode 1,Winter is Coming,luwin,"Pardon, my lord, my lady. A rider in the night from your sister.",['fear']
279,2011-04-17,Season 1,Episode 1,Winter is Coming,eddard stark,Stay.,['joy']
280,2011-04-17,Season 1,Episode 1,Winter is Coming,catelyn stark,This was sent from the Eyrie. What's she doing at the Eyrie? She hasn't been back there since her wedding.,['joy']
281,2011-04-17,Season 1,Episode 1,Winter is Coming,eddard stark,What news?,['anger']
282,2011-04-17,Season 1,Episode 1,Winter is Coming,catelyn stark,She's fled the capital. She says Jon Arryn was murdered. By the Lannisters. She says the king is in danger.,['joy']
283,2011-04-17,Season 1,Episode 1,Winter is Coming,eddard stark,"She's fresh widowed, Cat. She doesn't know what she's saying.",['anger']
284,2011-04-17,Season 1,Episode 1,Winter is Coming,catelyn stark,"Lysa's head would be on a spike right now if the wrong people had found that letter. Do you think she would risk her life, her son's life, if she wasn't certain her husband was murdered?",['sadness']
285,2011-04-17,Season 1,Episode 1,Winter is Coming,luwin,"If this news is true, and the Lannisters conspire against the throne, who but you can protect the king?",['fear']
286,2011-04-17,Season 1,Episode 1,Winter is Coming,catelyn stark,They murdered the last Hand. Now you want Ned to take the job.,['joy']
287,2011-04-17,Season 1,Episode 1,Winter is Coming,luwin,"The king rode for a month to ask Lord Stark's help. He's the only one he trusts. You swore the king an oath, my lord.",['joy']
288,2011-04-17,Season 1,Episode 1,Winter is Coming,catelyn stark,He spent half his life fighting Robert's wars. He owes him nothing. Your father and brother rode south once on a king's demand.,['sadness']
289,2011-04-17,Season 1,Episode 1,Winter is Coming,luwin,A different time. Different king.,['joy']
290,2011-04-17,Season 1,Episode 1,Winter is Coming,viserys,When do I meet with the Khal? We need to begin planning the invasion.,['joy']
291,2011-04-17,Season 1,Episode 1,Winter is Coming,illyrio,"If Khal Drogo has promised you a crown, you shall have it.",['anger']
292,2011-04-17,Season 1,Episode 1,Winter is Coming,viserys,When?,['anger']
293,2011-04-17,Season 1,Episode 1,Winter is Coming,illyrio,When their omens favor war.,['anger']
294,2011-04-17,Season 1,Episode 1,Winter is Coming,viserys,I piss on Dothraki omens. I waited 17 years to get my throne back.,['anger']
295,2011-04-17,Season 1,Episode 1,Winter is Coming,illyrio,A Dothraki wedding without at least three deaths is considered a dull affair.,['anger']
296,2011-04-17,Season 1,Episode 1,Winter is Coming,jorah mormont,A small gift for the new Khaleesi. Songs and histories from the Seven Kingdoms.,['fear']
297,2011-04-17,Season 1,Episode 1,Winter is Coming,daenerys targaryen,"Thank you, ser. Are you from my country?",['anger']
298,2011-04-17,Season 1,Episode 1,Winter is Coming,jorah mormont,"Ser Jorah Mormont of Bear Island. I served your father for many years. Gods be good, I hope to always serve the rightful king.",['sadness']
299,2011-04-17,Season 1,Episode 1,Winter is Coming,illyrio,"Dragons' eggs, Daenerys. From the Shadow Lands beyond Asshai. The ages have turned them to stone, but they will always be beautiful.",['fear']
300,2011-04-17,Season 1,Episode 1,Winter is Coming,daenerys targaryen,"Thank you, Magister.",['anger']
301,2011-04-17,Season 1,Episode 1,Winter is Coming,daenerys targaryen,"She's beautiful. … Ser Jorah, I don't know how to say ‘thank you' in Dothraki.",['fear']
302,2011-04-17,Season 1,Episode 1,Winter is Coming,jorah mormont,There is no word for ‘thank you' in Dothraki.,['joy']
303,2011-04-17,Season 1,Episode 1,Winter is Coming,viserys,Make him happy.,['anger']
304,2011-04-17,Season 1,Episode 1,Winter is Coming,khal drogo,No.,['anger']
305,2011-04-17,Season 1,Episode 1,Winter is Coming,daenerys targaryen,Do you know the Common Tongue?,['anger']
306,2011-04-17,Season 1,Episode 1,Winter is Coming,daenerys targaryen,Is ‘no' the only word that you know?,['joy']
307,2011-04-17,Season 1,Episode 1,Winter is Coming,sandor clegane,"Rough night, Imp?",['love']
308,2011-04-17,Season 1,Episode 1,Winter is Coming,tyrion lannister,"If I get through this without squirting from one end or the other, it will be a miracle.",['joy']
309,2011-04-17,Season 1,Episode 1,Winter is Coming,sandor clegane,I didn't pick you for a hunter.,['anger']
310,2011-04-17,Season 1,Episode 1,Winter is Coming,tyrion lannister,The greatest in the land. My spear never misses.,['joy']
311,2011-04-17,Season 1,Episode 1,Winter is Coming,sandor clegane,It's not hunting if you pay for it.,['anger']
312,2011-04-17,Season 1,Episode 1,Winter is Coming,robert baratheon,Are you as good with a spear as you used to be?,['anger']
313,2011-04-17,Season 1,Episode 1,Winter is Coming,eddard stark,"No, but I'm still better than you.",['anger']
314,2011-04-17,Season 1,Episode 1,Winter is Coming,robert baratheon,I know what I'm putting you through. Thank you for saying yes. I only ask you because I need you. You're a loyal friend. You hear me? A loyal friend. The last one I've got.,['fear']
315,2011-04-17,Season 1,Episode 1,Winter is Coming,eddard stark,I hope I'll serve you well.,['anger']
316,2011-04-17,Season 1,Episode 1,Winter is Coming,robert baratheon,"You will. And I'll make sure you don't look so fucking grim all the time. Come on, boys, let's go kill some boar!",['joy']
317,2011-04-17,Season 1,Episode 1,Winter is Coming,bran stark,"Come on, you.",['anger']
318,2011-04-17,Season 1,Episode 1,Winter is Coming,cersei lannister,Stop. STOP.,['joy']
319,2011-04-17,Season 1,Episode 1,Winter is Coming,jaime lannister,Are you completely mad?,['joy']
320,2011-04-17,Season 1,Episode 1,Winter is Coming,cersei lannister,He saw us.,['anger']
321,2011-04-17,Season 1,Episode 1,Winter is Coming,jaime lannister,It's all right. It's all right.,['joy']
322,2011-04-17,Season 1,Episode 1,Winter is Coming,cersei lannister,He saw us!,['anger']
323,2011-04-17,Season 1,Episode 1,Winter is Coming,jaime lannister,"I heard you the first time. Quite the little climber, aren't you? How old are you, boy?",['joy']
324,2011-04-17,Season 1,Episode 1,Winter is Coming,bran stark,Ten,['anger']
325,2011-04-17,Season 1,Episode 1,Winter is Coming,jaime lannister,Ten.,['anger']
326,2011-04-17,Season 1,Episode 1,Winter is Coming,jaime lannister,The things I do for love.,['joy']
327,2011-04-24,Season 1,Episode 2,The Kingsroad,jorah mormont,"You need to drink, child... And eat.",['anger']
328,2011-04-24,Season 1,Episode 2,The Kingsroad,daenerys targaryen,Isn't there anything else?,['anger']
329,2011-04-24,Season 1,Episode 2,The Kingsroad,jorah mormont,The Dothraki have two things in abundance,['joy']
330,2011-04-24,Season 1,Episode 2,The Kingsroad,doreah,Khaleesi!,['anger']
331,2011-04-24,Season 1,Episode 2,The Kingsroad,irri,Your hands.,['joy']
332,2011-04-24,Season 1,Episode 2,The Kingsroad,jorah mormont,"We're still not far from Pentos, your Grace. Magister Illyrio has extended his hospitality. You'd be more comfortable there.",['joy']
333,2011-04-24,Season 1,Episode 2,The Kingsroad,viserys targaryen,I have no interest in hospitality or comfort. I'll stay with Drogo until he fulfils his end of the bargain and I have my crown.,['joy']
334,2011-04-24,Season 1,Episode 2,The Kingsroad,jorah mormont,"As you wish, your Grace.",['fear']
335,2011-04-24,Season 1,Episode 2,The Kingsroad,viserys targaryen,"Well, Mormont, as brutish as this life is, I suppose it is preferable to beheading. What did Ned Stark want you for? Buying from a slaver?",['joy']
336,2011-04-24,Season 1,Episode 2,The Kingsroad,jorah mormont,Selling to one... Some poachers I caught on my land.,['joy']
337,2011-04-24,Season 1,Episode 2,The Kingsroad,viserys targaryen,"Under my reign, you won't be punished for such nonsense. You can rest assured of that.",['joy']
338,2011-04-24,Season 1,Episode 2,The Kingsroad,joffrey lannister,"Better-looking bitches than you're used to, Uncle. My mother's been looking for you. We ride for King's Landing today.",['surprise']
339,2011-04-24,Season 1,Episode 2,The Kingsroad,tyrion lannister,"Before you go, you will call on Lord and Lady Stark and offer your sympathies.",['anger']
340,2011-04-24,Season 1,Episode 2,The Kingsroad,joffrey lannister,What good will my sympathies do them?,['anger']
341,2011-04-24,Season 1,Episode 2,The Kingsroad,tyrion lannister,None. But it is expected of you. Your absence has already been noted.,['joy']
342,2011-04-24,Season 1,Episode 2,The Kingsroad,joffrey lannister,The boy means nothing to me. And I can't stand the wailing of women.,['love']
343,2011-04-24,Season 1,Episode 2,The Kingsroad,tyrion lannister,One word and I'll hit you again.,['joy']
344,2011-04-24,Season 1,Episode 2,The Kingsroad,joffrey lannister,I'm telling mother!,['anger']
345,2011-04-24,Season 1,Episode 2,The Kingsroad,tyrion lannister,"Go! Tell her. But first you will get to Lord and Lady Stark and you will fall on your knees in front of them and tell them how very sorry you are, that you are at their service, and that all your prayers are with them. Do you understand?",['fear']
346,2011-04-24,Season 1,Episode 2,The Kingsroad,joffrey lannister,You can't...,['joy']
347,2011-04-24,Season 1,Episode 2,The Kingsroad,tyrion lannister,Do you understand?,['anger']
348,2011-04-24,Season 1,Episode 2,The Kingsroad,sandor clegane,"The Prince will remember that, little lord.",['joy']
349,2011-04-24,Season 1,Episode 2,The Kingsroad,tyrion lannister,"I hope so. If he forgets, be a good dog and remind him. Time for breakfast...",['anger']
350,2011-04-24,Season 1,Episode 2,The Kingsroad,tyrion lannister,"Bread. And two of those little fish. And a mug of dark beer to wash it down. And bacon, burnt black.",['joy']
351,2011-04-24,Season 1,Episode 2,The Kingsroad,jaime lannister,Little brother.,['anger']
352,2011-04-24,Season 1,Episode 2,The Kingsroad,tyrion lannister,Beloved siblings.,['joy']
